"customer_id","customer_name","customer_email","customer_address","age","gender","occupation","policy_id","policy_type","policy_start_date","policy_days","claim_id","claim_date","claim_amount","claim_category","num_claims","total_claim_amount"
239,"Misty Brown","estesjacqueline@example.net","519 Jordan Unions Suite 605
Johnsonburgh, NH 81434",32,"Female","Investment banker, operational",2804,"AUTO_INSURANCE","2023-12-27",-276,NULL,NULL,NULL,NULL,"0",NULL
2813,"Jill Edwards","walkerharold@example.net","454 Reyes Stream
North Zachary, WY 67423",59,"Female","Housing manager/officer",2805,"AUTO_INSURANCE","2022-07-05",264,NULL,NULL,NULL,NULL,"0",NULL
5782,"Olivia Munoz","robertssabrina@example.net","0629 Steven Courts Suite 052
Owenshaven, KY 87751",19,"Male","Restaurant manager",2806,"AUTO_INSURANCE","2022-08-26",212,828,"2022-04-15","9470","High","2","12965"
5782,"Olivia Munoz","robertssabrina@example.net","0629 Steven Courts Suite 052
Owenshaven, KY 87751",19,"Male","Restaurant manager",2806,"AUTO_INSURANCE","2022-08-26",212,736,"2022-04-11","3495","High","2","12965"
9439,"Allison Watkins","kathrynwilson@example.org","43647 Andrew Crossroad
Port Cameron, PR 13998",41,"Male","Horticulturist, amenity",2807,"LIFE_INSURANCE","2023-02-25",29,3657,"2022-01-07","4425","High","1","4425"
3908,"Crystal Allen","loliver@example.net","987 Gray Fort Apt. 717
Joyceberg, NV 05366",23,"Female","Audiological scientist",2808,"HEALTH_INSURANCE","2024-03-05",-345,2349,"2023-02-20","5012","High","1","5012"
2688,"Kyle Sharp","hendricksheather@example.com","2317 Walter Light
Bakerstad, ID 52796",34,"Male","Clinical cytogeneticist",2809,"LIFE_INSURANCE","2024-01-06",-286,NULL,NULL,NULL,NULL,"0",NULL
1853,"Anne Nichols","wangdonald@example.net","27743 Jeffrey Rapid
South Gina, NH 74445",60,"Male","Surveyor, building",2810,"HEALTH_INSURANCE","2023-10-02",-190,NULL,NULL,NULL,NULL,"2","6985"
7014,"Larry Davis","hermanangela@example.org","91033 Suarez Drive
South Susanton, NE 24864",58,"Female","Chief Technology Officer",2811,"AUTO_INSURANCE","2024-03-14",-354,1621,"2022-05-31","6697","High","1","6697"
4045,"Pamela Thompson","juliegreen@example.com","342 Walter Rapid Suite 495
Ramirezburgh, VT 55482",47,"Male","Scientist, physiological",2812,"AUTO_INSURANCE","2023-12-23",-272,817,"2023-03-05","3951","High","2","7194"
1553,"Kimberly Thomas DDS","seangardner@example.net","876 Moore Mission
Bensonland, NY 58228",54,"Female","Engineer, electronics",2813,"AUTO_INSURANCE","2023-08-07",-134,439,"2022-01-03","3375","High","1","3375"
69,"Patrick Wilson","danielcopeland@example.com","5621 Kimberly Inlet Apt. 842
New Mirandafurt, KS 39066",27,"Female","Chemical engineer",2814,"LIFE_INSURANCE","2023-08-29",-156,NULL,NULL,NULL,NULL,"0",NULL
1309,"Juan Beasley Jr.","nancylawrence@example.net","0368 Sarah Points
Chavezland, ID 42736",26,"Male","Recycling officer",2815,"LIFE_INSURANCE","2023-09-09",-167,2879,"2021-06-01","2600","High","1","2600"
1883,"Daniel Rogers","rwilliams@example.net","1413 Michael Turnpike
Port Brian, VA 85923",29,"Male","Psychologist, clinical",2816,"LIFE_INSURANCE","2023-01-17",68,3591,"2022-01-19","1627","Medium","3","13278"
3969,"Caleb Adkins","eallen@example.com","71786 Aguilar Brooks Apt. 792
Thomasberg, PW 06506",18,"Male","Production designer, theatre/television/film",2817,"HEALTH_INSURANCE","2024-03-11",-351,17,"2021-12-29","2359","High","1","2359"
4963,"Douglas Baker","ijoseph@example.net","Unit 4411 Box 5414
DPO AA 64723",59,"Male","Radiographer, therapeutic",2818,"AUTO_INSURANCE","2022-04-21",339,44,"2021-06-20","8560","High","4","15695"
4670,"Vincent Duffy","neilrasmussen@example.org","825 George Key Apt. 119
South Ernestport, VI 57061",53,"Female","Metallurgist",2819,"LIFE_INSURANCE","2022-11-05",141,NULL,NULL,NULL,NULL,"0",NULL
7745,"Ashley Pugh","petersonbriana@example.com","4578 Jamie Track Apt. 114
Deannashire, HI 61379",21,"Female","Medical laboratory scientific officer",2820,"AUTO_INSURANCE","2023-12-29",-278,134,"2022-08-28","178","Low","2","4317"
7745,"Ashley Pugh","petersonbriana@example.com","4578 Jamie Track Apt. 114
Deannashire, HI 61379",21,"Female","Medical laboratory scientific officer",2820,"AUTO_INSURANCE","2023-12-29",-278,1004,"2021-12-31","4139","High","2","4317"
3601,"Devin Miller","hansonanthony@example.com","68155 Richards Island Suite 487
Loweburgh, SC 39561",50,"Female","Prison officer",2821,"LIFE_INSURANCE","2023-09-07",-165,1433,"2021-08-09","9734","High","4","27455"
5835,"Rachel Bryant","browngabriella@example.com","18133 Robyn Bridge
West Samuel, LA 76621",22,"Male","Radio broadcast assistant",2822,"AUTO_INSURANCE","2022-03-24",367,4513,"2022-04-25","8437","High","1","8437"
1386,"Carl Bell","qdavis@example.org","USS Ryan
FPO AA 43869",63,"Female","Therapeutic radiographer",2823,"LIFE_INSURANCE","2022-12-15",101,1329,"2022-01-14","3494","High","1","3494"
3084,"Daniel Moore","dmendez@example.org","6066 Jennifer Row Apt. 359
Joshuamouth, AL 16611",63,"Female","Teaching laboratory technician",2824,"AUTO_INSURANCE","2022-12-27",89,NULL,NULL,NULL,NULL,"0",NULL
1874,"Maria Marshall","lshepard@example.net","Unit 4676 Box 0561
DPO AE 57949",20,"Male","Product/process development scientist",2825,"LIFE_INSURANCE","2023-06-02",-68,NULL,NULL,NULL,NULL,"2","13771"
3046,"Denise Johnson","tsawyer@example.com","56704 Eric Alley
Davidfort, CA 60927",55,"Male","Politician's assistant",2826,"AUTO_INSURANCE","2022-11-24",122,NULL,NULL,NULL,NULL,"2","8464"
7978,"Gabriela Howard","robinsmith@example.org","888 Travis Cape Apt. 832
Parkerton, MO 60624",33,"Male","Furniture conservator/restorer",2827,"AUTO_INSURANCE","2023-04-20",-25,NULL,NULL,NULL,NULL,"0",NULL
6947,"Donna Clark","lauren48@example.com","82361 Silva Mission Apt. 426
Port Wyatt, UT 10412",33,"Female","Medical physicist",2828,"AUTO_INSURANCE","2022-04-06",354,NULL,NULL,NULL,NULL,"1","4201"
9798,"Joshua Collins","susan67@example.com","USCGC Harrison
FPO AE 82308",23,"Male","Environmental health practitioner",2829,"LIFE_INSURANCE","2022-10-02",175,NULL,NULL,NULL,NULL,"3","16919"
9991,"Dr. Michelle Chase","yvonnevargas@example.net","4812 Adam Dam
West Carolyn, WA 20034",30,"Male","Event organiser",2830,"LIFE_INSURANCE","2022-04-01",359,NULL,NULL,NULL,NULL,"1","1895"
5562,"Stacey Buchanan","garciadavid@example.com","25169 Graham Fork
Anthonyport, GU 16816",59,"Female","Exercise physiologist",2831,"AUTO_INSURANCE","2022-06-29",270,3765,"2022-01-10","2460","High","1","2460"
157,"Eric Johnson","thomascombs@example.net","1372 Richard Inlet
East Paul, WV 85580",21,"Female","Scientist, research (maths)",2832,"LIFE_INSURANCE","2022-12-03",113,3145,"2022-02-18","7406","High","1","7406"
1683,"Patty Williams","watsonmatthew@example.net","8762 Chelsey Mountains
Lake Rachel, MP 74577",34,"Female","Quantity surveyor",2833,"LIFE_INSURANCE","2023-12-28",-277,3226,"2022-10-25","2890","High","2","9749"
4686,"James Richardson","matthewwilliams@example.net","01595 Paul Street
East Melissatown, RI 20799",25,"Female","Trading standards officer",2834,"LIFE_INSURANCE","2022-07-12",257,4711,"2021-09-25","7817","High","1","7817"
4770,"Jonathon Williams","sarahmartinez@example.org","281 Michele Dale
New Shawn, VA 32744",28,"Male","Community arts worker",2835,"LIFE_INSURANCE","2022-06-24",275,1696,"2021-05-06","7348","High","5","22522"
6434,"Brittney Reynolds","shannon26@example.com","2829 Jenna Mission
Port Jennifershire, GU 67620",20,"Female","Office manager",2836,"AUTO_INSURANCE","2023-05-02",-37,3024,"2022-12-09","6852","High","3","17719"
1576,"Gabrielle Cameron","cortezmichael@example.org","51013 Davis Track Apt. 719
South Brandonfurt, PA 29745",63,"Male","Arts administrator",2837,"LIFE_INSURANCE","2022-05-23",307,923,"2022-10-05","641","Medium","3","12192"
6256,"Michelle Beck","stephanie92@example.org","4436 Le Falls Apt. 250
Nathanieltown, IN 93956",42,"Male","Production assistant, television",2838,"LIFE_INSURANCE","2022-10-14",163,NULL,NULL,NULL,NULL,"0",NULL
3785,"Aaron Miller","hinesrebecca@example.net","381 Bullock Harbors
West Peterburgh, MT 43326",23,"Male","Insurance broker",2839,"AUTO_INSURANCE","2022-11-15",131,NULL,NULL,NULL,NULL,"0",NULL
1470,"Erik Farmer","gregoryrussell@example.com","37412 Harrison Highway
New Robertfort, IL 80592",23,"Female","Diagnostic radiographer",2840,"AUTO_INSURANCE","2023-01-22",63,1977,"2022-10-15","7666","High","1","7666"
1582,"Amy Floyd","zbeasley@example.org","27779 Webster View Suite 060
West Jeff, MA 25239",49,"Male","Curator",2841,"HEALTH_INSURANCE","2023-05-19",-54,4634,"2022-05-04","8085","High","1","8085"
8167,"Sheryl Rodriguez","christine76@example.net","274 Samuel Shoals Suite 953
West Jeremyport, NM 76793",63,"Male","Science writer",2842,"LIFE_INSURANCE","2022-04-26",334,NULL,NULL,NULL,NULL,"0",NULL
6235,"Ann Wilson","michellepeterson@example.com","PSC 7416, Box 8207
APO AP 39269",31,"Female","Engineer, control and instrumentation",2843,"HEALTH_INSURANCE","2023-08-06",-133,NULL,NULL,NULL,NULL,"0",NULL
6963,"Samantha Chavez","haydenjeffrey@example.org","14100 Tiffany Passage
South Jacquelinemouth, TN 31948",33,"Male","Accounting technician",2844,"HEALTH_INSURANCE","2023-07-10",-106,NULL,NULL,NULL,NULL,"2","8942"
7334,"Jacob Rogers","chelsea18@example.net","72497 Mitchell Spring Suite 969
Spenceport, NE 69459",54,"Female","Hydrologist",2845,"HEALTH_INSURANCE","2023-06-22",-88,NULL,NULL,NULL,NULL,"0",NULL
4963,"Douglas Baker","ijoseph@example.net","Unit 4411 Box 5414
DPO AA 64723",59,"Male","Radiographer, therapeutic",2846,"LIFE_INSURANCE","2023-10-11",-199,2996,"2021-12-08","821","Medium","4","15695"
4963,"Douglas Baker","ijoseph@example.net","Unit 4411 Box 5414
DPO AA 64723",59,"Male","Radiographer, therapeutic",2846,"LIFE_INSURANCE","2023-10-11",-199,4766,"2022-05-06","2756","High","4","15695"
4963,"Douglas Baker","ijoseph@example.net","Unit 4411 Box 5414
DPO AA 64723",59,"Male","Radiographer, therapeutic",2846,"LIFE_INSURANCE","2023-10-11",-199,523,"2021-09-11","3558","High","4","15695"
387,"Sabrina Thompson","amandaayers@example.net","85616 Alvarado Estates Suite 531
West Ryan, UT 96446",20,"Male","Surveyor, commercial/residential",2847,"HEALTH_INSURANCE","2022-09-25",182,NULL,NULL,NULL,NULL,"0",NULL
6673,"Christina Howard","castilloronald@example.net","7567 Chelsea Dale Suite 991
Elizabethstad, NE 61546",45,"Male","Actuary",2848,"HEALTH_INSURANCE","2023-10-23",-211,NULL,NULL,NULL,NULL,"1","4568"
4652,"Rebecca Shepherd","munozmarcus@example.com","95752 Nancy Square
Lewisland, NV 64856",48,"Female","Trade mark attorney",2849,"AUTO_INSURANCE","2023-12-14",-263,NULL,NULL,NULL,NULL,"0",NULL
3623,"Jennifer Hall","ffletcher@example.org","444 Alvarez Overpass
Kleinview, KS 84967",34,"Male","Editor, film/video",2850,"HEALTH_INSURANCE","2022-06-03",296,NULL,NULL,NULL,NULL,"0",NULL
6804,"Diane Lindsey","joseph62@example.net","03826 Lambert Stream
East Jennifer, VA 64232",50,"Female","Fisheries officer",2851,"HEALTH_INSURANCE","2022-04-28",332,4877,"2022-07-08","9491","High","1","9491"
5337,"Brett Thompson","erinwilliams@example.net","406 Austin Ridges Apt. 289
Lake Jeffrey, KS 67810",49,"Female","Toxicologist",2852,"AUTO_INSURANCE","2023-11-23",-242,NULL,NULL,NULL,NULL,"0",NULL
1038,"Robert Stein","theresa40@example.net","9747 Armstrong Light
Jaredview, UT 57299",50,"Female","Newspaper journalist",2853,"HEALTH_INSURANCE","2022-05-20",310,NULL,NULL,NULL,NULL,"0",NULL
2479,"Michael Estrada","ywilliams@example.org","70706 Pamela Point Apt. 927
Hamptonburgh, MH 51133",41,"Female","Producer, radio",2854,"LIFE_INSURANCE","2022-05-31",299,NULL,NULL,NULL,NULL,"0",NULL
1014,"Don Brooks","uramos@example.com","0935 Carolyn River Suite 678
Michaelfort, KS 58339",24,"Female","Adult nurse",2855,"HEALTH_INSURANCE","2024-02-19",-330,NULL,NULL,NULL,NULL,"0",NULL
8961,"Kelly Mills","ywu@example.com","47428 Stephen Loop Suite 876
West Sandrashire, TN 34046",59,"Female","Call centre manager",2856,"AUTO_INSURANCE","2023-01-06",79,NULL,NULL,NULL,NULL,"2","8439"
794,"Jennifer Stone","patricia35@example.net","91983 Smith Court Suite 917
North Rebecca, IL 38378",47,"Female","Engineer, drilling",2857,"LIFE_INSURANCE","2024-01-31",-311,3586,"2021-11-18","9629","High","1","9629"
5311,"Steven Ramirez","michaelgarcia@example.org","822 Erika Divide Suite 454
North Diana, VA 30531",35,"Male","English as a second language teacher",2858,"HEALTH_INSURANCE","2024-03-18",-358,NULL,NULL,NULL,NULL,"0",NULL
5399,"Alyssa Smith","david22@example.com","382 Dean Junction
Tiffanychester, AK 28194",33,"Female","Manufacturing systems engineer",2859,"AUTO_INSURANCE","2023-05-17",-52,NULL,NULL,NULL,NULL,"1","6325"
5961,"Desiree Crawford","russelledwin@example.net","Unit 9952 Box 7161
DPO AA 23448",34,"Male","Retail merchandiser",2860,"AUTO_INSURANCE","2023-11-27",-246,NULL,NULL,NULL,NULL,"0",NULL
4381,"Debbie Shah","delgadotracey@example.org","4065 Watson Extension Suite 891
East Nicholaschester, TX 94447",54,"Female","Broadcast engineer",2861,"HEALTH_INSURANCE","2023-10-18",-206,979,"2022-12-23","1875","Medium","1","1875"
7803,"Christine Gardner","pamela66@example.org","6530 Kyle Course
Rebeccafurt, MI 82059",23,"Female","Mental health nurse",2862,"LIFE_INSURANCE","2022-05-31",299,NULL,NULL,NULL,NULL,"0",NULL
8103,"Lucas Sanders","scottlisa@example.net","9234 Christine Land Apt. 527
Port Denise, MO 69739",45,"Male","Careers adviser",2863,"HEALTH_INSURANCE","2022-05-02",328,310,"2022-05-04","3149","High","1","3149"
4830,"Jacob Snyder","kayla70@example.com","517 Johnson Mount Apt. 019
Sabrinashire, KY 07449",22,"Female","Geographical information systems officer",2864,"HEALTH_INSURANCE","2023-12-25",-274,NULL,NULL,NULL,NULL,"0",NULL
8931,"Robert Wheeler","stricklandlarry@example.net","53066 James Falls
South Kylie, UT 28020",31,"Male","Paramedic",2865,"HEALTH_INSURANCE","2023-10-23",-211,NULL,NULL,NULL,NULL,"1","6561"
5352,"Melvin Chang","mccoywilliam@example.com","35290 Heidi Point
Thomasville, DE 83153",55,"Female","Civil Service administrator",2866,"LIFE_INSURANCE","2023-09-29",-187,1336,"2022-04-13","4223","High","5","18701"
5352,"Melvin Chang","mccoywilliam@example.com","35290 Heidi Point
Thomasville, DE 83153",55,"Female","Civil Service administrator",2866,"LIFE_INSURANCE","2023-09-29",-187,2631,"2022-12-18","5183","High","5","18701"
5352,"Melvin Chang","mccoywilliam@example.com","35290 Heidi Point
Thomasville, DE 83153",55,"Female","Civil Service administrator",2866,"LIFE_INSURANCE","2023-09-29",-187,3249,"2023-01-26","2097","High","5","18701"
5352,"Melvin Chang","mccoywilliam@example.com","35290 Heidi Point
Thomasville, DE 83153",55,"Female","Civil Service administrator",2866,"LIFE_INSURANCE","2023-09-29",-187,1669,"2022-10-10","2400","High","5","18701"
5352,"Melvin Chang","mccoywilliam@example.com","35290 Heidi Point
Thomasville, DE 83153",55,"Female","Civil Service administrator",2866,"LIFE_INSURANCE","2023-09-29",-187,3095,"2021-09-24","4798","High","5","18701"
9695,"Beth Nelson","linda70@example.com","7879 Charles Station
Bradleyhaven, IA 70765",22,"Male","Health and safety inspector",2867,"LIFE_INSURANCE","2023-08-11",-138,NULL,NULL,NULL,NULL,"1","8933"
3310,"Ashley Charles","dcox@example.net","4218 Taylor Squares Apt. 814
South Joshuastad, VA 11837",54,"Male","Hospital doctor",2868,"AUTO_INSURANCE","2022-11-06",140,4173,"2021-12-21","568","Medium","2","5046"
3310,"Ashley Charles","dcox@example.net","4218 Taylor Squares Apt. 814
South Joshuastad, VA 11837",54,"Male","Hospital doctor",2868,"AUTO_INSURANCE","2022-11-06",140,2181,"2021-03-27","4478","High","2","5046"
2219,"Tyler Davis","cohennathan@example.org","099 Lauren Loaf
Leeside, GU 34137",46,"Male","Electronics engineer",2869,"AUTO_INSURANCE","2023-07-09",-105,NULL,NULL,NULL,NULL,"0",NULL
3555,"Gloria Jones","kharris@example.com","620 Lewis Viaduct Apt. 581
Archerstad, RI 45858",65,"Female","Public relations officer",2870,"AUTO_INSURANCE","2023-08-29",-156,NULL,NULL,NULL,NULL,"0",NULL
6050,"Kathleen Andrade","usanders@example.org","USCGC Jenkins
FPO AP 50945",64,"Male","Radiation protection practitioner",2871,"LIFE_INSURANCE","2023-06-15",-81,NULL,NULL,NULL,NULL,"0",NULL
1876,"Johnny Barron","torresmiguel@example.net","2603 Olson Lodge Apt. 205
Johnmouth, TX 70250",36,"Female","Emergency planning/management officer",2872,"HEALTH_INSURANCE","2022-04-29",331,3199,"2022-11-13","3415","High","4","15074"
1876,"Johnny Barron","torresmiguel@example.net","2603 Olson Lodge Apt. 205
Johnmouth, TX 70250",36,"Female","Emergency planning/management officer",2872,"HEALTH_INSURANCE","2022-04-29",331,4361,"2021-06-21","1268","Medium","4","15074"
7217,"Brenda Woods","sonya28@example.org","251 Johnston Fields Apt. 965
North Rossside, OR 38353",50,"Female","Health physicist",2873,"AUTO_INSURANCE","2022-06-26",273,4206,"2021-11-30","4235","High","2","14005"
7475,"Sherry Smith","hickscynthia@example.net","82832 Stephanie Mills Suite 633
Susanbury, IN 59013",26,"Female","Agricultural engineer",2874,"LIFE_INSURANCE","2023-02-25",29,NULL,NULL,NULL,NULL,"0",NULL
5157,"Denise Jackson","emily02@example.org","361 Anderson Greens Apt. 719
Gilmorechester, FM 22376",55,"Male","Designer, industrial/product",2875,"LIFE_INSURANCE","2022-04-08",352,1022,"2022-10-05","3650","High","1","3650"
9276,"Jason Guzman","olambert@example.com","PSC 3322, Box 4904
APO AP 39853",28,"Female","Ranger/warden",2876,"HEALTH_INSURANCE","2024-02-25",-336,NULL,NULL,NULL,NULL,"0",NULL
5314,"Patrick Kelley","jonestravis@example.org","95747 Crystal Fields Suite 640
West Johnmouth, AZ 70225",61,"Male","Firefighter",2877,"LIFE_INSURANCE","2022-11-13",133,3996,"2022-01-12","2739","High","1","2739"
5117,"Samuel Hall","cschroeder@example.org","263 Michael Center
Port Kelsey, AK 35438",65,"Female","Print production planner",2878,"AUTO_INSURANCE","2022-12-13",103,1422,"2021-07-28","7955","High","3","19540"
5117,"Samuel Hall","cschroeder@example.org","263 Michael Center
Port Kelsey, AK 35438",65,"Female","Print production planner",2878,"AUTO_INSURANCE","2022-12-13",103,1831,"2022-03-31","7950","High","3","19540"
3853,"Keith Maxwell","wbrown@example.org","3775 Antonio View
West Nicoleland, AS 49023",29,"Male","Media planner",2879,"AUTO_INSURANCE","2023-10-09",-197,3821,"2021-03-20","1162","Medium","2","2126"
3853,"Keith Maxwell","wbrown@example.org","3775 Antonio View
West Nicoleland, AS 49023",29,"Male","Media planner",2879,"AUTO_INSURANCE","2023-10-09",-197,425,"2022-01-15","964","Medium","2","2126"
9468,"Mr. Joseph Campos","katrina20@example.com","USNV Wall
FPO AP 14138",59,"Female","Pharmacologist",2880,"AUTO_INSURANCE","2022-08-07",231,NULL,NULL,NULL,NULL,"0",NULL
2176,"Glenn Hutchinson","calhounjohn@example.org","USCGC Harris
FPO AE 75611",44,"Male","Designer, graphic",2881,"AUTO_INSURANCE","2022-10-16",161,2793,"2021-09-03","4292","High","1","4292"
5025,"Brenda Howard","kimberly42@example.org","98093 Sean Route Suite 326
North Louisbury, MA 59603",26,"Male","Product designer",2882,"LIFE_INSURANCE","2023-12-06",-255,32,"2022-03-01","100","Low","2","2424"
5025,"Brenda Howard","kimberly42@example.org","98093 Sean Route Suite 326
North Louisbury, MA 59603",26,"Male","Product designer",2882,"LIFE_INSURANCE","2023-12-06",-255,128,"2021-04-19","2324","High","2","2424"
8187,"Joseph Weeks","anthonygreen@example.org","84262 Brandon View Apt. 178
West Robert, SD 72191",24,"Male","Designer, interior/spatial",2883,"AUTO_INSURANCE","2023-10-05",-193,1339,"2023-01-28","7792","High","2","9464"
7371,"Meredith Graham","austintroy@example.org","9409 Moody Prairie
Jennifermouth, ID 09486",61,"Male","IT technical support officer",2884,"AUTO_INSURANCE","2022-10-14",163,3555,"2021-07-28","4068","High","2","6015"
7371,"Meredith Graham","austintroy@example.org","9409 Moody Prairie
Jennifermouth, ID 09486",61,"Male","IT technical support officer",2884,"AUTO_INSURANCE","2022-10-14",163,1059,"2022-03-09","1947","Medium","2","6015"
5958,"Katherine Bates","jimmygraves@example.com","12545 Brown Views Suite 856
North Cynthiashire, GU 59928",37,"Female","Database administrator",2885,"LIFE_INSURANCE","2023-03-18",8,430,"2021-07-29","3899","High","3","19612"
6812,"Lee Harrison","laurenkim@example.com","2352 Perez Crossing Apt. 110
Frederickland, UT 08008",31,"Female","Police officer",2886,"LIFE_INSURANCE","2024-01-29",-309,NULL,NULL,NULL,NULL,"0",NULL
5559,"Christopher Figueroa","richnicholas@example.org","019 Doris Tunnel Suite 882
Breannafurt, MP 63175",53,"Male","Exhibition designer",2887,"HEALTH_INSURANCE","2022-12-26",90,1118,"2021-10-31","9650","High","1","9650"
9494,"Richard Woodward","crystalwalsh@example.net","81557 Daniel Fields Suite 135
New Alvintown, CT 20695",20,"Female","Advice worker",2888,"HEALTH_INSURANCE","2023-02-13",41,NULL,NULL,NULL,NULL,"0",NULL
341,"Tammy Smith MD","richard57@example.org","23927 Acosta Burg Suite 964
New Katherine, NE 95057",53,"Male","Nurse, children's",2889,"LIFE_INSURANCE","2023-03-28",-2,NULL,NULL,NULL,NULL,"0",NULL
1508,"Christine Morgan","gilbertwhite@example.org","51456 Leslie Manor
Rosschester, CA 65149",29,"Female","Animal nutritionist",2890,"LIFE_INSURANCE","2023-03-25",1,4529,"2022-12-23","2499","High","1","2499"
6891,"Autumn Reynolds","kimberly15@example.net","5581 Julia Port
Richardsonborough, IN 07627",65,"Male","Personnel officer",2891,"HEALTH_INSURANCE","2022-12-24",92,548,"2021-12-31","7408","High","2","9410"
8945,"David Vang","lisa19@example.net","7081 Duran Locks Apt. 464
Lake Mercedesfurt, AS 90397",37,"Female","Education officer, community",2892,"AUTO_INSURANCE","2023-07-27",-123,NULL,NULL,NULL,NULL,"1","7086"
6782,"Diana Pena DDS","suttonsandra@example.net","7922 Gray Flat Suite 823
Kaylashire, OH 65261",46,"Female","Airline pilot",2893,"LIFE_INSURANCE","2023-01-22",63,341,"2021-08-01","2000","Medium","1","2000"
6058,"Heather Tucker","bramos@example.com","Unit 7816 Box 3113
DPO AP 40619",38,"Male","Psychologist, forensic",2894,"AUTO_INSURANCE","2024-02-01",-312,NULL,NULL,NULL,NULL,"0",NULL
7607,"Terry Smith","samuel78@example.net","7106 Wanda Locks Apt. 660
Lake Annebury, MT 32856",46,"Male","Sports therapist",2895,"AUTO_INSURANCE","2022-07-17",252,NULL,NULL,NULL,NULL,"0",NULL
2410,"Rachel Alvarado","andrewchapman@example.com","8641 Shannon Fork Suite 806
Lake Christianfurt, TN 91007",48,"Female","Ceramics designer",2896,"AUTO_INSURANCE","2022-06-06",293,3735,"2022-08-02","574","Medium","1","574"
7684,"Brenda Hernandez","jeremy16@example.com","4483 Duane Burg Apt. 496
West Kevinborough, TX 31657",63,"Female","Programmer, applications",2897,"LIFE_INSURANCE","2022-11-28",118,NULL,NULL,NULL,NULL,"0",NULL
7264,"Jason Scott","maria72@example.com","1734 Williams Stravenue
Sarastad, AZ 41359",50,"Male","Hospital doctor",2898,"HEALTH_INSURANCE","2022-12-03",113,NULL,NULL,NULL,NULL,"0",NULL
9174,"Mary Jimenez","parkermary@example.org","0019 Peterson Brook
West Adammouth, ND 88400",61,"Female","Journalist, newspaper",2899,"AUTO_INSURANCE","2022-08-17",221,NULL,NULL,NULL,NULL,"1","861"
9081,"Mr. Kirk Benson","jasonreed@example.org","90135 Justin Road
Andreaview, CT 75465",63,"Female","Printmaker",2900,"AUTO_INSURANCE","2023-08-20",-147,NULL,NULL,NULL,NULL,"0",NULL
64,"Christopher Perez","ssmith@example.org","44712 Edwards Highway Apt. 414
Toddfurt, OR 43323",64,"Female","Health visitor",2901,"LIFE_INSURANCE","2023-11-10",-229,NULL,NULL,NULL,NULL,"0",NULL
8172,"Rachel Thomas","rklein@example.com","86479 Phillips Prairie Apt. 169
Port Rachel, DE 41258",52,"Male","Scientist, biomedical",2902,"AUTO_INSURANCE","2022-07-11",258,966,"2022-05-12","4960","High","1","4960"
6362,"Deborah Spencer","apriljohnson@example.net","285 Cynthia Terrace
Jamesland, SD 24525",65,"Female","Town planner",2903,"LIFE_INSURANCE","2023-04-01",-6,NULL,NULL,NULL,NULL,"0",NULL
809,"Amanda Ali","smithmark@example.com","9153 Michael Crescent Apt. 573
Torresbury, CO 10292",49,"Female","Water quality scientist",2904,"AUTO_INSURANCE","2023-04-21",-26,3712,"2022-04-08","1604","Medium","2","9907"
3712,"Brian Jones","melissabrown@example.net","664 Sweeney Tunnel Apt. 724
Jessicaland, OR 43738",27,"Male","Media planner",2905,"LIFE_INSURANCE","2023-01-14",71,NULL,NULL,NULL,NULL,"0",NULL
9742,"Colton Waters","xperez@example.org","627 Nelson Circles Apt. 455
South Ashleyberg, DE 81767",50,"Female","Exhibition designer",2906,"HEALTH_INSURANCE","2024-03-11",-351,NULL,NULL,NULL,NULL,"0",NULL
5633,"Michael Solis","petertran@example.com","71508 Timothy Villages Apt. 470
West Joseph, ID 39419",29,"Female","Adult guidance worker",2907,"AUTO_INSURANCE","2022-08-08",230,NULL,NULL,NULL,NULL,"0",NULL
6318,"Sarah Martinez","waltersmichael@example.com","952 Brianna Green Apt. 378
Bakershire, AL 76281",63,"Female","Multimedia programmer",2908,"HEALTH_INSURANCE","2022-08-16",222,419,"2021-07-27","2810","High","1","2810"
7863,"Donald Morales","christopher68@example.com","PSC 8876, Box 7595
APO AE 14109",65,"Female","Charity officer",2909,"HEALTH_INSURANCE","2023-11-16",-235,NULL,NULL,NULL,NULL,"0",NULL
8889,"Amanda Figueroa","sheltonwilliam@example.com","215 Jennifer Harbor
Joneshaven, MA 01873",49,"Male","Theme park manager",2910,"AUTO_INSURANCE","2023-05-29",-64,NULL,NULL,NULL,NULL,"0",NULL
2315,"Francisco Hodges","cordovamatthew@example.com","0304 Acevedo Heights
Holtfort, MA 07116",35,"Female","Industrial buyer",2911,"HEALTH_INSURANCE","2023-01-18",67,NULL,NULL,NULL,NULL,"2","17223"
8223,"Richard Arnold","paul76@example.net","3899 Mario Course
Ashleyshire, AL 04750",60,"Female","Radio producer",2912,"AUTO_INSURANCE","2022-07-14",255,NULL,NULL,NULL,NULL,"0",NULL
2626,"Nicole Maddox","charles61@example.com","94298 Sanchez Parks Suite 744
North Brian, WI 12180",41,"Male","Tax adviser",2913,"AUTO_INSURANCE","2023-12-04",-253,4686,"2022-07-30","232","Low","1","232"
8653,"Charles Garza","jameslarsen@example.org","828 Mitchell Forks
North Maryton, WV 59069",53,"Female","Public relations account executive",2914,"AUTO_INSURANCE","2022-06-23",276,NULL,NULL,NULL,NULL,"0",NULL
